Region X Date,target,cases
Bulgaria X 2/26/20,0,0
Bulgaria X 2/27/20,0,0
Bulgaria X 2/28/20,0,0
Bulgaria X 2/29/20,0,0
Bulgaria X 3/1/20,0,0
Bulgaria X 3/2/20,0,0
Bulgaria X 3/3/20,0,0
Bulgaria X 3/4/20,0,0
Bulgaria X 3/5/20,0,0
Burkina Faso X 1/22/20,0,0
Burkina Faso X 1/23/20,0,0
Burkina Faso X 1/24/20,0,0
Burkina Faso X 1/25/20,0,0
Burkina Faso X 1/26/20,0,0
Burkina Faso X 1/27/20,0,0
Burkina Faso X 1/28/20,0,0
Burkina Faso X 1/29/20,0,0
Burkina Faso X 1/30/20,0,0
Burkina Faso X 1/31/20,0,0
Burkina Faso X 2/1/20,0,0
Burkina Faso X 2/2/20,0,0
Burkina Faso X 2/3/20,0,0
Burkina Faso X 2/4/20,0,0
Burkina Faso X 2/5/20,0,0
Burkina Faso X 2/6/20,0,0
Burkina Faso X 2/7/20,0,0
Burkina Faso X 2/8/20,0,0
Burkina Faso X 2/9/20,0,0
Burkina Faso X 2/10/20,0,0
Burkina Faso X 2/11/20,0,0
Burkina Faso X 2/12/20,0,0
Burkina Faso X 2/13/20,0,0
Burkina Faso X 2/14/20,0,0
Burkina Faso X 2/15/20,0,0
Burkina Faso X 2/16/20,0,0
Burkina Faso X 2/17/20,0,0
Burkina Faso X 2/18/20,0,0
Burkina Faso X 2/19/20,0,0
Burkina Faso X 2/20/20,0,0
Burkina Faso X 2/21/20,0,0
Burkina Faso X 2/22/20,0,0
Burkina Faso X 2/23/20,0,0
Burkina Faso X 2/24/20,0,0
Burkina Faso X 2/25/20,0,0
Burkina Faso X 2/26/20,0,0
Burkina Faso X 2/27/20,0,0
Burkina Faso X 2/28/20,0,0
Burkina Faso X 2/29/20,0,0
Burkina Faso X 3/1/20,0,0
Burkina Faso X 3/2/20,0,0
Burkina Faso X 3/3/20,0,0
Burkina Faso X 3/4/20,0,0
Burkina Faso X 3/5/20,0,0
Cambodia X 1/22/20,0,0
Cambodia X 1/23/20,0,0
Cambodia X 1/24/20,0,0
Cambodia X 1/25/20,0,0
Cambodia X 1/26/20,0,0
Cambodia X 1/27/20,0,1
Cambodia X 1/28/20,0,1
Cambodia X 1/29/20,0,1
Cambodia X 1/30/20,0,1
Cambodia X 1/31/20,0,1
Cambodia X 2/1/20,0,1
Cambodia X 2/2/20,0,1
Cambodia X 2/3/20,0,1
Cambodia X 2/4/20,0,1
Cambodia X 2/5/20,0,1
Cambodia X 2/6/20,0,1
Cambodia X 2/7/20,0,1
Cambodia X 2/8/20,0,1
Cambodia X 2/9/20,0,1
Cambodia X 2/10/20,0,1
Cambodia X 2/11/20,0,1
Cambodia X 2/12/20,0,1
Cambodia X 2/13/20,0,1
Cambodia X 2/14/20,0,1
Cambodia X 2/15/20,0,1
Cambodia X 2/16/20,0,1
Cambodia X 2/17/20,0,1
Cambodia X 2/18/20,0,1
Cambodia X 2/19/20,0,1
Cambodia X 2/20/20,0,1
Cambodia X 2/21/20,0,1
Cambodia X 2/22/20,0,1
Cambodia X 2/23/20,0,1
Cambodia X 2/24/20,0,1
Cambodia X 2/25/20,0,1
Cambodia X 2/26/20,0,1
Cambodia X 2/27/20,0,1
Cambodia X 2/28/20,0,1
Cambodia X 2/29/20,0,1
Cambodia X 3/1/20,0,1
Cambodia X 3/2/20,0,1
Cambodia X 3/3/20,0,1
Cambodia X 3/4/20,0,1
Cambodia X 3/5/20,0,1
Cameroon X 1/22/20,0,0
Cameroon X 1/23/20,0,0
Cameroon X 1/24/20,0,0
Cameroon X 1/25/20,0,0
Cameroon X 1/26/20,0,0
Cameroon X 1/27/20,0,0
Cameroon X 1/28/20,0,0
Cameroon X 1/29/20,0,0
Cameroon X 1/30/20,0,0
Cameroon X 1/31/20,0,0
Cameroon X 2/1/20,0,0
Cameroon X 2/2/20,0,0
Cameroon X 2/3/20,0,0
Cameroon X 2/4/20,0,0
Cameroon X 2/5/20,0,0
Cameroon X 2/6/20,0,0
Cameroon X 2/7/20,0,0
Cameroon X 2/8/20,0,0
Cameroon X 2/9/20,0,0
Cameroon X 2/10/20,0,0
Cameroon X 2/11/20,0,0
Cameroon X 2/12/20,0,0
Cameroon X 2/13/20,0,0
Cameroon X 2/14/20,0,0
Cameroon X 2/15/20,0,0
Cameroon X 2/16/20,0,0
Cameroon X 2/17/20,0,0
Cameroon X 2/18/20,0,0
Cameroon X 2/19/20,0,0
Cameroon X 2/20/20,0,0
Cameroon X 2/21/20,0,0
Cameroon X 2/22/20,0,0
Cameroon X 2/23/20,0,0
Cameroon X 2/24/20,0,0
Cameroon X 2/25/20,0,0
Cameroon X 2/26/20,0,0
Cameroon X 2/27/20,0,0
Cameroon X 2/28/20,0,0
Cameroon X 2/29/20,0,0
Cameroon X 3/1/20,0,0
Cameroon X 3/2/20,0,0
Cameroon X 3/3/20,0,0
Cameroon X 3/4/20,0,0
Cameroon X 3/5/20,0,0
Canada X 1/22/20,0,0
Canada X 1/23/20,0,0
Canada X 1/24/20,0,0
Canada X 1/25/20,0,0
Canada X 1/26/20,0,1
Canada X 1/27/20,0,1
Canada X 1/28/20,0,2
Canada X 1/29/20,0,2
Canada X 1/30/20,0,2
Canada X 1/31/20,0,4
Canada X 2/1/20,0,4
Canada X 2/2/20,0,4
Canada X 2/3/20,0,4
Canada X 2/4/20,0,4
Canada X 2/5/20,0,5
Canada X 2/6/20,0,5
Canada X 2/7/20,0,7
Canada X 2/8/20,0,7
Canada X 2/9/20,0,7
Canada X 2/10/20,0,7
Canada X 2/11/20,0,7
Canada X 2/12/20,0,7
Canada X 2/13/20,0,7
Canada X 2/14/20,0,7
Canada X 2/15/20,0,7
Canada X 2/16/20,0,7
Canada X 2/17/20,0,8
Canada X 2/18/20,0,8
Canada X 2/19/20,0,8
Canada X 2/20/20,0,8
Canada X 2/21/20,0,9
Canada X 2/22/20,0,9
Canada X 2/23/20,0,9
Canada X 2/24/20,0,10
Canada X 2/25/20,0,11
Canada X 2/26/20,0,11
Canada X 2/27/20,0,13
Canada X 2/28/20,0,14
Canada X 2/29/20,0,20
Canada X 3/1/20,0,24
Canada X 3/2/20,0,27
Canada X 3/3/20,0,30
Canada X 3/4/20,0,33
Canada X 3/5/20,0,37
Chile X 1/22/20,0,0
Chile X 1/23/20,0,0
Chile X 1/24/20,0,0
Chile X 1/25/20,0,0
Chile X 1/26/20,0,0
Chile X 1/27/20,0,0
Chile X 1/28/20,0,0
Chile X 1/29/20,0,0
Chile X 1/30/20,0,0
Chile X 1/31/20,0,0
Chile X 2/1/20,0,0
Chile X 2/2/20,0,0
Chile X 2/3/20,0,0
Chile X 2/4/20,0,0
Chile X 2/5/20,0,0
Chile X 2/6/20,0,0
Chile X 2/7/20,0,0
Chile X 2/8/20,0,0
Chile X 2/9/20,0,0
Chile X 2/10/20,0,0
Chile X 2/11/20,0,0
Chile X 2/12/20,0,0
Chile X 2/13/20,0,0
Chile X 2/14/20,0,0
Chile X 2/15/20,0,0
Chile X 2/16/20,0,0
Chile X 2/17/20,0,0
Chile X 2/18/20,0,0
Chile X 2/19/20,0,0
Chile X 2/20/20,0,0
Chile X 2/21/20,0,0
Chile X 2/22/20,0,0
Chile X 2/23/20,0,0
Chile X 2/24/20,0,0
Chile X 2/25/20,0,0
Chile X 2/26/20,0,0
Chile X 2/27/20,0,0
Chile X 2/28/20,0,0
Chile X 2/29/20,0,0
Chile X 3/1/20,0,0
Chile X 3/2/20,0,0
Chile X 3/3/20,0,1
Chile X 3/4/20,0,1
Chile X 3/5/20,0,4
China X 1/22/20,17,548
China X 1/23/20,18,643
China X 1/24/20,26,920
China X 1/25/20,42,1406
China X 1/26/20,56,2075
China X 1/27/20,82,2877
China X 1/28/20,131,5509
China X 1/29/20,133,6087
China X 1/30/20,171,8141
China X 1/31/20,213,9802
China X 2/1/20,259,11891
China X 2/2/20,361,16630
China X 2/3/20,425,19716
China X 2/4/20,491,23707
China X 2/5/20,563,27440
China X 2/6/20,633,30587
China X 2/7/20,718,34110
China X 2/8/20,805,36814
China X 2/9/20,905,39829
China X 2/10/20,1012,42354
China X 2/11/20,1112,44386
China X 2/12/20,1117,44759
China X 2/13/20,1369,59895
China X 2/14/20,1521,66358
China X 2/15/20,1663,68413
China X 2/16/20,1766,70513
China X 2/17/20,1864,72434
China X 2/18/20,2003,74211
China X 2/19/20,2116,74619
China X 2/20/20,2238,75077
China X 2/21/20,2238,75550
China X 2/22/20,2443,77001
China X 2/23/20,2445,77022
China X 2/24/20,2595,77241
China X 2/25/20,2665,77754
China X 2/26/20,2717,78166
China X 2/27/20,2746,78600
China X 2/28/20,2790,78928
China X 2/29/20,2837,79356
China X 3/1/20,2872,79932
China X 3/2/20,2914,80136
China X 3/3/20,2947,80261
China X 3/4/20,2983,80386
China X 3/5/20,3015,80537
Colombia X 1/22/20,0,0
Colombia X 1/23/20,0,0
Colombia X 1/24/20,0,0
Colombia X 1/25/20,0,0
Colombia X 1/26/20,0,0
Colombia X 1/27/20,0,0
Colombia X 1/28/20,0,0
Colombia X 1/29/20,0,0
Colombia X 1/30/20,0,0
Colombia X 1/31/20,0,0
Colombia X 2/1/20,0,0
Colombia X 2/2/20,0,0
Colombia X 2/3/20,0,0
Colombia X 2/4/20,0,0
Colombia X 2/5/20,0,0
Colombia X 2/6/20,0,0
Colombia X 2/7/20,0,0
Colombia X 2/8/20,0,0
Colombia X 2/9/20,0,0
Colombia X 2/10/20,0,0
Colombia X 2/11/20,0,0
Colombia X 2/12/20,0,0
Colombia X 2/13/20,0,0
Colombia X 2/14/20,0,0
Colombia X 2/15/20,0,0
Colombia X 2/16/20,0,0
Colombia X 2/17/20,0,0
Colombia X 2/18/20,0,0
Colombia X 2/19/20,0,0
Colombia X 2/20/20,0,0
Colombia X 2/21/20,0,0
Colombia X 2/22/20,0,0
Colombia X 2/23/20,0,0
Colombia X 2/24/20,0,0
Colombia X 2/25/20,0,0
Colombia X 2/26/20,0,0
Colombia X 2/27/20,0,0
Colombia X 2/28/20,0,0
Colombia X 2/29/20,0,0
Colombia X 3/1/20,0,0
Colombia X 3/2/20,0,0
Colombia X 3/3/20,0,0
Colombia X 3/4/20,0,0
Colombia X 3/5/20,0,0
Congo (Kinshasa) X 1/22/20,0,0
Congo (Kinshasa) X 1/23/20,0,0
Congo (Kinshasa) X 1/24/20,0,0
Congo (Kinshasa) X 1/25/20,0,0
Congo (Kinshasa) X 1/26/20,0,0
Congo (Kinshasa) X 1/27/20,0,0
Congo (Kinshasa) X 1/28/20,0,0
Congo (Kinshasa) X 1/29/20,0,0
Congo (Kinshasa) X 1/30/20,0,0
Congo (Kinshasa) X 1/31/20,0,0
Congo (Kinshasa) X 2/1/20,0,0
Congo (Kinshasa) X 2/2/20,0,0
Congo (Kinshasa) X 2/3/20,0,0
Congo (Kinshasa) X 2/4/20,0,0
Congo (Kinshasa) X 2/5/20,0,0
Congo (Kinshasa) X 2/6/20,0,0
Congo (Kinshasa) X 2/7/20,0,0
Congo (Kinshasa) X 2/8/20,0,0
Congo (Kinshasa) X 2/9/20,0,0
Congo (Kinshasa) X 2/10/20,0,0
Congo (Kinshasa) X 2/11/20,0,0
Congo (Kinshasa) X 2/12/20,0,0
Congo (Kinshasa) X 2/13/20,0,0
Congo (Kinshasa) X 2/14/20,0,0
Congo (Kinshasa) X 2/15/20,0,0
Congo (Kinshasa) X 2/16/20,0,0
Congo (Kinshasa) X 2/17/20,0,0
Congo (Kinshasa) X 2/18/20,0,0
Congo (Kinshasa) X 2/19/20,0,0
Congo (Kinshasa) X 2/20/20,0,0
Congo (Kinshasa) X 2/21/20,0,0
Congo (Kinshasa) X 2/22/20,0,0
Congo (Kinshasa) X 2/23/20,0,0
Congo (Kinshasa) X 2/24/20,0,0
Congo (Kinshasa) X 2/25/20,0,0
Congo (Kinshasa) X 2/26/20,0,0
Congo (Kinshasa) X 2/27/20,0,0
Congo (Kinshasa) X 2/28/20,0,0
Congo (Kinshasa) X 2/29/20,0,0
Congo (Kinshasa) X 3/1/20,0,0
Congo (Kinshasa) X 3/2/20,0,0
Congo (Kinshasa) X 3/3/20,0,0
Congo (Kinshasa) X 3/4/20,0,0
Congo (Kinshasa) X 3/5/20,0,0
Costa Rica X 1/22/20,0,0
Costa Rica X 1/23/20,0,0
Costa Rica X 1/24/20,0,0
Costa Rica X 1/25/20,0,0
Costa Rica X 1/26/20,0,0
Costa Rica X 1/27/20,0,0
Costa Rica X 1/28/20,0,0
Costa Rica X 1/29/20,0,0
Costa Rica X 1/30/20,0,0
Costa Rica X 1/31/20,0,0
Costa Rica X 2/1/20,0,0
Costa Rica X 2/2/20,0,0
Costa Rica X 2/3/20,0,0
Costa Rica X 2/4/20,0,0
Costa Rica X 2/5/20,0,0
Costa Rica X 2/6/20,0,0
Costa Rica X 2/7/20,0,0
Costa Rica X 2/8/20,0,0
Costa Rica X 2/9/20,0,0
Costa Rica X 2/10/20,0,0
Costa Rica X 2/11/20,0,0
Costa Rica X 2/12/20,0,0
Costa Rica X 2/13/20,0,0
Costa Rica X 2/14/20,0,0
Costa Rica X 2/15/20,0,0
Costa Rica X 2/16/20,0,0
Costa Rica X 2/17/20,0,0
Costa Rica X 2/18/20,0,0
Costa Rica X 2/19/20,0,0
Costa Rica X 2/20/20,0,0
Costa Rica X 2/21/20,0,0
Costa Rica X 2/22/20,0,0
Costa Rica X 2/23/20,0,0
Costa Rica X 2/24/20,0,0
Costa Rica X 2/25/20,0,0
Costa Rica X 2/26/20,0,0
Costa Rica X 2/27/20,0,0
Costa Rica X 2/28/20,0,0
Costa Rica X 2/29/20,0,0
Costa Rica X 3/1/20,0,0
Costa Rica X 3/2/20,0,0
Costa Rica X 3/3/20,0,0
Costa Rica X 3/4/20,0,0
Costa Rica X 3/5/20,0,0
Cote d'Ivoire X 1/22/20,0,0
Cote d'Ivoire X 1/23/20,0,0
Cote d'Ivoire X 1/24/20,0,0
Cote d'Ivoire X 1/25/20,0,0
Cote d'Ivoire X 1/26/20,0,0
Cote d'Ivoire X 1/27/20,0,0
Cote d'Ivoire X 1/28/20,0,0
Cote d'Ivoire X 1/29/20,0,0
Cote d'Ivoire X 1/30/20,0,0
Cote d'Ivoire X 1/31/20,0,0
Cote d'Ivoire X 2/1/20,0,0
Cote d'Ivoire X 2/2/20,0,0
Cote d'Ivoire X 2/3/20,0,0
Cote d'Ivoire X 2/4/20,0,0
Cote d'Ivoire X 2/5/20,0,0
Cote d'Ivoire X 2/6/20,0,0
Cote d'Ivoire X 2/7/20,0,0
Cote d'Ivoire X 2/8/20,0,0
Cote d'Ivoire X 2/9/20,0,0
Cote d'Ivoire X 2/10/20,0,0
Cote d'Ivoire X 2/11/20,0,0
Cote d'Ivoire X 2/12/20,0,0
Cote d'Ivoire X 2/13/20,0,0
Cote d'Ivoire X 2/14/20,0,0
Cote d'Ivoire X 2/15/20,0,0
Cote d'Ivoire X 2/16/20,0,0
Cote d'Ivoire X 2/17/20,0,0
Cote d'Ivoire X 2/18/20,0,0
Cote d'Ivoire X 2/19/20,0,0
Cote d'Ivoire X 2/20/20,0,0
Cote d'Ivoire X 2/21/20,0,0
Cote d'Ivoire X 2/22/20,0,0
Cote d'Ivoire X 2/23/20,0,0
Cote d'Ivoire X 2/24/20,0,0
Cote d'Ivoire X 2/25/20,0,0
Cote d'Ivoire X 2/26/20,0,0
Cote d'Ivoire X 2/27/20,0,0
Cote d'Ivoire X 2/28/20,0,0
Cote d'Ivoire X 2/29/20,0,0
Cote d'Ivoire X 3/1/20,0,0
Cote d'Ivoire X 3/2/20,0,0
Cote d'Ivoire X 3/3/20,0,0
Cote d'Ivoire X 3/4/20,0,0
Cote d'Ivoire X 3/5/20,0,0
Croatia X 1/22/20,0,0
Croatia X 1/23/20,0,0
Croatia X 1/24/20,0,0
Croatia X 1/25/20,0,0
Croatia X 1/26/20,0,0
Croatia X 1/27/20,0,0
Croatia X 1/28/20,0,0
Croatia X 1/29/20,0,0
Croatia X 1/30/20,0,0
Croatia X 1/31/20,0,0
Croatia X 2/1/20,0,0
Croatia X 2/2/20,0,0
Croatia X 2/3/20,0,0
Croatia X 2/4/20,0,0
Croatia X 2/5/20,0,0
Croatia X 2/6/20,0,0
Croatia X 2/7/20,0,0
Croatia X 2/8/20,0,0
Croatia X 2/9/20,0,0
Croatia X 2/10/20,0,0
Croatia X 2/11/20,0,0
Croatia X 2/12/20,0,0
Croatia X 2/13/20,0,0
Croatia X 2/14/20,0,0
Croatia X 2/15/20,0,0
Croatia X 2/16/20,0,0
Croatia X 2/17/20,0,0
Croatia X 2/18/20,0,0
Croatia X 2/19/20,0,0
Croatia X 2/20/20,0,0
Croatia X 2/21/20,0,0
Croatia X 2/22/20,0,0
Croatia X 2/23/20,0,0
Croatia X 2/24/20,0,0
Croatia X 2/25/20,0,1
Croatia X 2/26/20,0,3
Croatia X 2/27/20,0,3
Croatia X 2/28/20,0,5
Croatia X 2/29/20,0,6
Croatia X 3/1/20,0,7
Croatia X 3/2/20,0,7
Croatia X 3/3/20,0,9
Croatia X 3/4/20,0,10
Croatia X 3/5/20,0,10
Cuba X 1/22/20,0,0
Cuba X 1/23/20,0,0
Cuba X 1/24/20,0,0
Cuba X 1/25/20,0,0
Cuba X 1/26/20,0,0
Cuba X 1/27/20,0,0
Cuba X 1/28/20,0,0
Cuba X 1/29/20,0,0
Cuba X 1/30/20,0,0
Cuba X 1/31/20,0,0
Cuba X 2/1/20,0,0
Cuba X 2/2/20,0,0
Cuba X 2/3/20,0,0
Cuba X 2/4/20,0,0
Cuba X 2/5/20,0,0
Cuba X 2/6/20,0,0
Cuba X 2/7/20,0,0
Cuba X 2/8/20,0,0
Cuba X 2/9/20,0,0
Cuba X 2/10/20,0,0
Cuba X 2/11/20,0,0
Cuba X 2/12/20,0,0
Cuba X 2/13/20,0,0
Cuba X 2/14/20,0,0
Cuba X 2/15/20,0,0
Cuba X 2/16/20,0,0
Cuba X 2/17/20,0,0
Cuba X 2/18/20,0,0
Cuba X 2/19/20,0,0
Cuba X 2/20/20,0,0
Cuba X 2/21/20,0,0
Cuba X 2/22/20,0,0
Cuba X 2/23/20,0,0
Cuba X 2/24/20,0,0
Cuba X 2/25/20,0,0
Cuba X 2/26/20,0,0
Cuba X 2/27/20,0,0
Cuba X 2/28/20,0,0
Cuba X 2/29/20,0,0
Cuba X 3/1/20,0,0
Cuba X 3/2/20,0,0
Cuba X 3/3/20,0,0
Cuba X 3/4/20,0,0
Cuba X 3/5/20,0,0
Cyprus X 1/22/20,0,0
Cyprus X 1/23/20,0,0
Cyprus X 1/24/20,0,0
Cyprus X 1/25/20,0,0
Cyprus X 1/26/20,0,0
Cyprus X 1/27/20,0,0
Cyprus X 1/28/20,0,0
Cyprus X 1/29/20,0,0
Cyprus X 1/30/20,0,0
Cyprus X 1/31/20,0,0
Cyprus X 2/1/20,0,0
Cyprus X 2/2/20,0,0
Cyprus X 2/3/20,0,0
Cyprus X 2/4/20,0,0
Cyprus X 2/5/20,0,0
Cyprus X 2/6/20,0,0
Cyprus X 2/7/20,0,0
Cyprus X 2/8/20,0,0
Cyprus X 2/9/20,0,0
Cyprus X 2/10/20,0,0
Cyprus X 2/11/20,0,0
Cyprus X 2/12/20,0,0
Cyprus X 2/13/20,0,0
Cyprus X 2/14/20,0,0
Cyprus X 2/15/20,0,0
Cyprus X 2/16/20,0,0
Cyprus X 2/17/20,0,0
Cyprus X 2/18/20,0,0
Cyprus X 2/19/20,0,0
Cyprus X 2/20/20,0,0
Cyprus X 2/21/20,0,0
Cyprus X 2/22/20,0,0
Cyprus X 2/23/20,0,0
Cyprus X 2/24/20,0,0
Cyprus X 2/25/20,0,0
Cyprus X 2/26/20,0,0
Cyprus X 2/27/20,0,0
Cyprus X 2/28/20,0,0
Cyprus X 2/29/20,0,0
Cyprus X 3/1/20,0,0
Cyprus X 3/2/20,0,0
Cyprus X 3/3/20,0,0
Cyprus X 3/4/20,0,0
Cyprus X 3/5/20,0,0
Czechia X 1/22/20,0,0
Czechia X 1/23/20,0,0
Czechia X 1/24/20,0,0
Czechia X 1/25/20,0,0
Czechia X 1/26/20,0,0
Czechia X 1/27/20,0,0
Czechia X 1/28/20,0,0
Czechia X 1/29/20,0,0
Czechia X 1/30/20,0,0
Czechia X 1/31/20,0,0
Czechia X 2/1/20,0,0
Czechia X 2/2/20,0,0
Czechia X 2/3/20,0,0
Czechia X 2/4/20,0,0
Czechia X 2/5/20,0,0
Czechia X 2/6/20,0,0
Czechia X 2/7/20,0,0
Czechia X 2/8/20,0,0
Czechia X 2/9/20,0,0
Czechia X 2/10/20,0,0
Czechia X 2/11/20,0,0
Czechia X 2/12/20,0,0
Czechia X 2/13/20,0,0
Czechia X 2/14/20,0,0
Czechia X 2/15/20,0,0
Czechia X 2/16/20,0,0
Czechia X 2/17/20,0,0
Czechia X 2/18/20,0,0
Czechia X 2/19/20,0,0
Czechia X 2/20/20,0,0
Czechia X 2/21/20,0,0
Czechia X 2/22/20,0,0
Czechia X 2/23/20,0,0
Czechia X 2/24/20,0,0
Czechia X 2/25/20,0,0
Czechia X 2/26/20,0,0
Czechia X 2/27/20,0,0
Czechia X 2/28/20,0,0
Czechia X 2/29/20,0,0
Czechia X 3/1/20,0,3
Czechia X 3/2/20,0,3
Czechia X 3/3/20,0,5
Czechia X 3/4/20,0,8
Czechia X 3/5/20,0,12
Denmark X 1/22/20,0,0
Denmark X 1/23/20,0,0
Denmark X 1/24/20,0,0
Denmark X 1/25/20,0,0
Denmark X 1/26/20,0,0
Denmark X 1/27/20,0,0
Denmark X 1/28/20,0,0
Denmark X 1/29/20,0,0
Denmark X 1/30/20,0,0
Denmark X 1/31/20,0,0
Denmark X 2/1/20,0,0
Denmark X 2/2/20,0,0
Denmark X 2/3/20,0,0
Denmark X 2/4/20,0,0
Denmark X 2/5/20,0,0
Denmark X 2/6/20,0,0
Denmark X 2/7/20,0,0
Denmark X 2/8/20,0,0
Denmark X 2/9/20,0,0
Denmark X 2/10/20,0,0
Denmark X 2/11/20,0,0
Denmark X 2/12/20,0,0
Denmark X 2/13/20,0,0
Denmark X 2/14/20,0,0
Denmark X 2/15/20,0,0
Denmark X 2/16/20,0,0
Denmark X 2/17/20,0,0
Denmark X 2/18/20,0,0
Denmark X 2/19/20,0,0
Denmark X 2/20/20,0,0
Denmark X 2/21/20,0,0
Denmark X 2/22/20,0,0
Denmark X 2/23/20,0,0
Denmark X 2/24/20,0,0
Denmark X 2/25/20,0,0
Denmark X 2/26/20,0,0
Denmark X 2/27/20,0,1
Denmark X 2/28/20,0,1
Denmark X 2/29/20,0,3
Denmark X 3/1/20,0,4
Denmark X 3/2/20,0,4
Denmark X 3/3/20,0,6
Denmark X 3/4/20,0,11
Denmark X 3/5/20,0,11
Dominican Republic X 1/22/20,0,0
Dominican Republic X 1/23/20,0,0
Dominican Republic X 1/24/20,0,0
Dominican Republic X 1/25/20,0,0
Dominican Republic X 1/26/20,0,0
Dominican Republic X 1/27/20,0,0
Dominican Republic X 1/28/20,0,0
Dominican Republic X 1/29/20,0,0
Dominican Republic X 1/30/20,0,0
Dominican Republic X 1/31/20,0,0
Dominican Republic X 2/1/20,0,0
Dominican Republic X 2/2/20,0,0
Dominican Republic X 2/3/20,0,0
Dominican Republic X 2/4/20,0,0
Dominican Republic X 2/5/20,0,0
Dominican Republic X 2/6/20,0,0
Dominican Republic X 2/7/20,0,0
Dominican Republic X 2/8/20,0,0
Dominican Republic X 2/9/20,0,0
Dominican Republic X 2/10/20,0,0
Dominican Republic X 2/11/20,0,0
Dominican Republic X 2/12/20,0,0
Dominican Republic X 2/13/20,0,0
Dominican Republic X 2/14/20,0,0
Dominican Republic X 2/15/20,0,0
Dominican Republic X 2/16/20,0,0
Dominican Republic X 2/17/20,0,0
Dominican Republic X 2/18/20,0,0
Dominican Republic X 2/19/20,0,0
Dominican Republic X 2/20/20,0,0
Dominican Republic X 2/21/20,0,0
Dominican Republic X 2/22/20,0,0
Dominican Republic X 2/23/20,0,0
Dominican Republic X 2/24/20,0,0
Dominican Republic X 2/25/20,0,0
Dominican Republic X 2/26/20,0,0
Dominican Republic X 2/27/20,0,0
Dominican Republic X 2/28/20,0,0
Dominican Republic X 2/29/20,0,0
Dominican Republic X 3/1/20,0,1
Dominican Republic X 3/2/20,0,1
Dominican Republic X 3/3/20,0,1
Dominican Republic X 3/4/20,0,1
Dominican Republic X 3/5/20,0,1
Ecuador X 1/22/20,0,0
Ecuador X 1/23/20,0,0
Ecuador X 1/24/20,0,0
Ecuador X 1/25/20,0,0
Ecuador X 1/26/20,0,0
Ecuador X 1/27/20,0,0
Ecuador X 1/28/20,0,0
Ecuador X 1/29/20,0,0
Ecuador X 1/30/20,0,0
Ecuador X 1/31/20,0,0
Ecuador X 2/1/20,0,0
Ecuador X 2/2/20,0,0
Ecuador X 2/3/20,0,0
Ecuador X 2/4/20,0,0
Ecuador X 2/5/20,0,0
Ecuador X 2/6/20,0,0
Ecuador X 2/7/20,0,0
Ecuador X 2/8/20,0,0
Ecuador X 2/9/20,0,0
Ecuador X 2/10/20,0,0
Ecuador X 2/11/20,0,0
Ecuador X 2/12/20,0,0
Ecuador X 2/13/20,0,0
Ecuador X 2/14/20,0,0
Ecuador X 2/15/20,0,0
Ecuador X 2/16/20,0,0
Ecuador X 2/17/20,0,0
Ecuador X 2/18/20,0,0
Ecuador X 2/19/20,0,0
Ecuador X 2/20/20,0,0
Ecuador X 2/21/20,0,0
Ecuador X 2/22/20,0,0
Ecuador X 2/23/20,0,0
Ecuador X 2/24/20,0,0
Ecuador X 2/25/20,0,0
Ecuador X 2/26/20,0,0
Ecuador X 2/27/20,0,0
Ecuador X 2/28/20,0,0
Ecuador X 2/29/20,0,0
Ecuador X 3/1/20,0,6
Ecuador X 3/2/20,0,6
Ecuador X 3/3/20,0,7
Ecuador X 3/4/20,0,10
Ecuador X 3/5/20,0,13
Egypt X 1/22/20,0,0
Egypt X 1/23/20,0,0
Egypt X 1/24/20,0,0
Egypt X 1/25/20,0,0
Egypt X 1/26/20,0,0
Egypt X 1/27/20,0,0
Egypt X 1/28/20,0,0
Egypt X 1/29/20,0,0
Egypt X 1/30/20,0,0
Egypt X 1/31/20,0,0
Egypt X 2/1/20,0,0
Egypt X 2/2/20,0,0
Egypt X 2/3/20,0,0
Egypt X 2/4/20,0,0
Egypt X 2/5/20,0,0
Egypt X 2/6/20,0,0
Egypt X 2/7/20,0,0
Egypt X 2/8/20,0,0
Egypt X 2/9/20,0,0
Egypt X 2/10/20,0,0
Egypt X 2/11/20,0,0
Egypt X 2/12/20,0,0
Egypt X 2/13/20,0,0
Egypt X 2/14/20,0,1
Egypt X 2/15/20,0,1
Egypt X 2/16/20,0,1
Egypt X 2/17/20,0,1
Egypt X 2/18/20,0,1
Egypt X 2/19/20,0,1
Egypt X 2/20/20,0,1
Egypt X 2/21/20,0,1
Egypt X 2/22/20,0,1
Egypt X 2/23/20,0,1
Egypt X 2/24/20,0,1
Egypt X 2/25/20,0,1
Egypt X 2/26/20,0,1
Egypt X 2/27/20,0,1
Egypt X 2/28/20,0,1
Egypt X 2/29/20,0,1
Egypt X 3/1/20,0,2
Egypt X 3/2/20,0,2
Egypt X 3/3/20,0,2
Egypt X 3/4/20,0,2
Egypt X 3/5/20,0,3
Estonia X 1/22/20,0,0
Estonia X 1/23/20,0,0
Estonia X 1/24/20,0,0
Estonia X 1/25/20,0,0
Estonia X 1/26/20,0,0
Estonia X 1/27/20,0,0
Estonia X 1/28/20,0,0
Estonia X 1/29/20,0,0
Estonia X 1/30/20,0,0
Estonia X 1/31/20,0,0
Estonia X 2/1/20,0,0
Estonia X 2/2/20,0,0
Estonia X 2/3/20,0,0
