Territory X Date,target,cases,Territory,Date,Continent
Central African Republic (the) X 2/7/20,0,0,Central African Republic (the),2/7/2020,Africa
Central African Republic (the) X 2/8/20,0,0,Central African Republic (the),2/8/2020,Africa
Central African Republic (the) X 2/9/20,0,0,Central African Republic (the),2/9/2020,Africa
Central African Republic (the) X 2/10/20,0,0,Central African Republic (the),2/10/2020,Africa
Central African Republic (the) X 2/11/20,0,0,Central African Republic (the),2/11/2020,Africa
Central African Republic (the) X 2/12/20,0,0,Central African Republic (the),2/12/2020,Africa
Central African Republic (the) X 2/13/20,0,0,Central African Republic (the),2/13/2020,Africa
Central African Republic (the) X 2/14/20,0,0,Central African Republic (the),2/14/2020,Africa
Central African Republic (the) X 2/15/20,0,0,Central African Republic (the),2/15/2020,Africa
Central African Republic (the) X 2/16/20,0,0,Central African Republic (the),2/16/2020,Africa
Central African Republic (the) X 2/17/20,0,0,Central African Republic (the),2/17/2020,Africa
Central African Republic (the) X 2/18/20,0,0,Central African Republic (the),2/18/2020,Africa
Central African Republic (the) X 2/19/20,0,0,Central African Republic (the),2/19/2020,Africa
Central African Republic (the) X 2/20/20,0,0,Central African Republic (the),2/20/2020,Africa
Central African Republic (the) X 2/21/20,0,0,Central African Republic (the),2/21/2020,Africa
Central African Republic (the) X 2/22/20,0,0,Central African Republic (the),2/22/2020,Africa
Central African Republic (the) X 2/23/20,0,0,Central African Republic (the),2/23/2020,Africa
Central African Republic (the) X 2/24/20,0,0,Central African Republic (the),2/24/2020,Africa
Central African Republic (the) X 2/25/20,0,0,Central African Republic (the),2/25/2020,Africa
Central African Republic (the) X 2/26/20,0,0,Central African Republic (the),2/26/2020,Africa
Central African Republic (the) X 2/27/20,0,0,Central African Republic (the),2/27/2020,Africa
Central African Republic (the) X 2/28/20,0,0,Central African Republic (the),2/28/2020,Africa
Central African Republic (the) X 2/29/20,0,0,Central African Republic (the),2/29/2020,Africa
Central African Republic (the) X 3/1/20,0,0,Central African Republic (the),3/1/2020,Africa
Central African Republic (the) X 3/2/20,0,0,Central African Republic (the),3/2/2020,Africa
Central African Republic (the) X 3/3/20,0,0,Central African Republic (the),3/3/2020,Africa
Central African Republic (the) X 3/4/20,0,0,Central African Republic (the),3/4/2020,Africa
Central African Republic (the) X 3/5/20,0,0,Central African Republic (the),3/5/2020,Africa
Central African Republic (the) X 3/6/20,0,0,Central African Republic (the),3/6/2020,Africa
Central African Republic (the) X 3/7/20,0,0,Central African Republic (the),3/7/2020,Africa
Central African Republic (the) X 3/8/20,0,0,Central African Republic (the),3/8/2020,Africa
Central African Republic (the) X 3/9/20,0,0,Central African Republic (the),3/9/2020,Africa
Central African Republic (the) X 3/10/20,0,0,Central African Republic (the),3/10/2020,Africa
Central African Republic (the) X 3/11/20,0,0,Central African Republic (the),3/11/2020,Africa
Central African Republic (the) X 3/12/20,0,0,Central African Republic (the),3/12/2020,Africa
Chad X 1/22/20,0,0,Chad,1/22/2020,Africa
Chad X 1/23/20,0,0,Chad,1/23/2020,Africa
Chad X 1/24/20,0,0,Chad,1/24/2020,Africa
Chad X 1/25/20,0,0,Chad,1/25/2020,Africa
Chad X 1/26/20,0,0,Chad,1/26/2020,Africa
Chad X 1/27/20,0,0,Chad,1/27/2020,Africa
Chad X 1/28/20,0,0,Chad,1/28/2020,Africa
Chad X 1/29/20,0,0,Chad,1/29/2020,Africa
Chad X 1/30/20,0,0,Chad,1/30/2020,Africa
Chad X 1/31/20,0,0,Chad,1/31/2020,Africa
Chad X 2/1/20,0,0,Chad,2/1/2020,Africa
Chad X 2/2/20,0,0,Chad,2/2/2020,Africa
Chad X 2/3/20,0,0,Chad,2/3/2020,Africa
Chad X 2/4/20,0,0,Chad,2/4/2020,Africa
Chad X 2/5/20,0,0,Chad,2/5/2020,Africa
Chad X 2/6/20,0,0,Chad,2/6/2020,Africa
Chad X 2/7/20,0,0,Chad,2/7/2020,Africa
Chad X 2/8/20,0,0,Chad,2/8/2020,Africa
Chad X 2/9/20,0,0,Chad,2/9/2020,Africa
Chad X 2/10/20,0,0,Chad,2/10/2020,Africa
Chad X 2/11/20,0,0,Chad,2/11/2020,Africa
Chad X 2/12/20,0,0,Chad,2/12/2020,Africa
Chad X 2/13/20,0,0,Chad,2/13/2020,Africa
Chad X 2/14/20,0,0,Chad,2/14/2020,Africa
Chad X 2/15/20,0,0,Chad,2/15/2020,Africa
Chad X 2/16/20,0,0,Chad,2/16/2020,Africa
Chad X 2/17/20,0,0,Chad,2/17/2020,Africa
Chad X 2/18/20,0,0,Chad,2/18/2020,Africa
Chad X 2/19/20,0,0,Chad,2/19/2020,Africa
Chad X 2/20/20,0,0,Chad,2/20/2020,Africa
Chad X 2/21/20,0,0,Chad,2/21/2020,Africa
Chad X 2/22/20,0,0,Chad,2/22/2020,Africa
Chad X 2/23/20,0,0,Chad,2/23/2020,Africa
Chad X 2/24/20,0,0,Chad,2/24/2020,Africa
Chad X 2/25/20,0,0,Chad,2/25/2020,Africa
Chad X 2/26/20,0,0,Chad,2/26/2020,Africa
Chad X 2/27/20,0,0,Chad,2/27/2020,Africa
Chad X 2/28/20,0,0,Chad,2/28/2020,Africa
Chad X 2/29/20,0,0,Chad,2/29/2020,Africa
Chad X 3/1/20,0,0,Chad,3/1/2020,Africa
Chad X 3/2/20,0,0,Chad,3/2/2020,Africa
Chad X 3/3/20,0,0,Chad,3/3/2020,Africa
Chad X 3/4/20,0,0,Chad,3/4/2020,Africa
Chad X 3/5/20,0,0,Chad,3/5/2020,Africa
Chad X 3/6/20,0,0,Chad,3/6/2020,Africa
Chad X 3/7/20,0,0,Chad,3/7/2020,Africa
Chad X 3/8/20,0,0,Chad,3/8/2020,Africa
Chad X 3/9/20,0,0,Chad,3/9/2020,Africa
Chad X 3/10/20,0,0,Chad,3/10/2020,Africa
Chad X 3/11/20,0,0,Chad,3/11/2020,Africa
Chad X 3/12/20,0,0,Chad,3/12/2020,Africa
Chile X 1/22/20,0,0,Chile,1/22/2020,South America
Chile X 1/23/20,0,0,Chile,1/23/2020,South America
Chile X 1/24/20,0,0,Chile,1/24/2020,South America
Chile X 1/25/20,0,0,Chile,1/25/2020,South America
Chile X 1/26/20,0,0,Chile,1/26/2020,South America
Chile X 1/27/20,0,0,Chile,1/27/2020,South America
Chile X 1/28/20,0,0,Chile,1/28/2020,South America
Chile X 1/29/20,0,0,Chile,1/29/2020,South America
Chile X 1/30/20,0,0,Chile,1/30/2020,South America
Chile X 1/31/20,0,0,Chile,1/31/2020,South America
Chile X 2/1/20,0,0,Chile,2/1/2020,South America
Chile X 2/2/20,0,0,Chile,2/2/2020,South America
Chile X 2/3/20,0,0,Chile,2/3/2020,South America
Chile X 2/4/20,0,0,Chile,2/4/2020,South America
Chile X 2/5/20,0,0,Chile,2/5/2020,South America
Chile X 2/6/20,0,0,Chile,2/6/2020,South America
Chile X 2/7/20,0,0,Chile,2/7/2020,South America
Chile X 2/8/20,0,0,Chile,2/8/2020,South America
Chile X 2/9/20,0,0,Chile,2/9/2020,South America
Chile X 2/10/20,0,0,Chile,2/10/2020,South America
Chile X 2/11/20,0,0,Chile,2/11/2020,South America
Chile X 2/12/20,0,0,Chile,2/12/2020,South America
Chile X 2/13/20,0,0,Chile,2/13/2020,South America
Chile X 2/14/20,0,0,Chile,2/14/2020,South America
Chile X 2/15/20,0,0,Chile,2/15/2020,South America
Chile X 2/16/20,0,0,Chile,2/16/2020,South America
Chile X 2/17/20,0,0,Chile,2/17/2020,South America
Chile X 2/18/20,0,0,Chile,2/18/2020,South America
Chile X 2/19/20,0,0,Chile,2/19/2020,South America
Chile X 2/20/20,0,0,Chile,2/20/2020,South America
Chile X 2/21/20,0,0,Chile,2/21/2020,South America
Chile X 2/22/20,0,0,Chile,2/22/2020,South America
Chile X 2/23/20,0,0,Chile,2/23/2020,South America
Chile X 2/24/20,0,0,Chile,2/24/2020,South America
Chile X 2/25/20,0,0,Chile,2/25/2020,South America
Chile X 2/26/20,0,0,Chile,2/26/2020,South America
Chile X 2/27/20,0,0,Chile,2/27/2020,South America
Chile X 2/28/20,0,0,Chile,2/28/2020,South America
Chile X 2/29/20,0,0,Chile,2/29/2020,South America
Chile X 3/1/20,0,0,Chile,3/1/2020,South America
Chile X 3/2/20,0,0,Chile,3/2/2020,South America
Chile X 3/3/20,0,1,Chile,3/3/2020,South America
Chile X 3/4/20,0,1,Chile,3/4/2020,South America
Chile X 3/5/20,0,4,Chile,3/5/2020,South America
Chile X 3/6/20,0,4,Chile,3/6/2020,South America
Chile X 3/7/20,0,4,Chile,3/7/2020,South America
Chile X 3/8/20,0,8,Chile,3/8/2020,South America
Chile X 3/9/20,0,8,Chile,3/9/2020,South America
Chile X 3/10/20,0,13,Chile,3/10/2020,South America
Chile X 3/11/20,0,23,Chile,3/11/2020,South America
Chile X 3/12/20,0,23,Chile,3/12/2020,South America
China X 1/22/20,17,548,China,1/22/2020,Asia
China X 1/23/20,18,643,China,1/23/2020,Asia
China X 1/24/20,26,920,China,1/24/2020,Asia
China X 1/25/20,42,1406,China,1/25/2020,Asia
China X 1/26/20,56,2075,China,1/26/2020,Asia
China X 1/27/20,82,2877,China,1/27/2020,Asia
China X 1/28/20,131,5509,China,1/28/2020,Asia
China X 1/29/20,133,6087,China,1/29/2020,Asia
China X 1/30/20,171,8141,China,1/30/2020,Asia
China X 1/31/20,213,9802,China,1/31/2020,Asia
China X 2/1/20,259,11891,China,2/1/2020,Asia
China X 2/2/20,361,16630,China,2/2/2020,Asia
China X 2/3/20,425,19716,China,2/3/2020,Asia
China X 2/4/20,491,23707,China,2/4/2020,Asia
China X 2/5/20,563,27440,China,2/5/2020,Asia
China X 2/6/20,633,30587,China,2/6/2020,Asia
China X 2/7/20,718,34110,China,2/7/2020,Asia
China X 2/8/20,805,36814,China,2/8/2020,Asia
China X 2/9/20,905,39829,China,2/9/2020,Asia
China X 2/10/20,1012,42354,China,2/10/2020,Asia
China X 2/11/20,1112,44386,China,2/11/2020,Asia
China X 2/12/20,1117,44759,China,2/12/2020,Asia
China X 2/13/20,1369,59895,China,2/13/2020,Asia
China X 2/14/20,1521,66358,China,2/14/2020,Asia
China X 2/15/20,1663,68413,China,2/15/2020,Asia
China X 2/16/20,1766,70513,China,2/16/2020,Asia
China X 2/17/20,1864,72434,China,2/17/2020,Asia
China X 2/18/20,2003,74211,China,2/18/2020,Asia
China X 2/19/20,2116,74619,China,2/19/2020,Asia
China X 2/20/20,2238,75077,China,2/20/2020,Asia
China X 2/21/20,2238,75550,China,2/21/2020,Asia
China X 2/22/20,2443,77001,China,2/22/2020,Asia
China X 2/23/20,2445,77022,China,2/23/2020,Asia
China X 2/24/20,2595,77241,China,2/24/2020,Asia
China X 2/25/20,2665,77754,China,2/25/2020,Asia
China X 2/26/20,2717,78166,China,2/26/2020,Asia
China X 2/27/20,2746,78600,China,2/27/2020,Asia
China X 2/28/20,2790,78928,China,2/28/2020,Asia
China X 2/29/20,2837,79356,China,2/29/2020,Asia
China X 3/1/20,2872,79932,China,3/1/2020,Asia
China X 3/2/20,2914,80136,China,3/2/2020,Asia
China X 3/3/20,2947,80261,China,3/3/2020,Asia
China X 3/4/20,2983,80386,China,3/4/2020,Asia
China X 3/5/20,3015,80537,China,3/5/2020,Asia
China X 3/6/20,3044,80690,China,3/6/2020,Asia
China X 3/7/20,3072,80770,China,3/7/2020,Asia
China X 3/8/20,3100,80823,China,3/8/2020,Asia
China X 3/9/20,3123,80860,China,3/9/2020,Asia
China X 3/10/20,3139,80887,China,3/10/2020,Asia
China X 3/11/20,3161,80921,China,3/11/2020,Asia
China X 3/12/20,3172,80932,China,3/12/2020,Asia
Colombia X 1/22/20,0,0,Colombia,1/22/2020,South America
Colombia X 1/23/20,0,0,Colombia,1/23/2020,South America
Colombia X 1/24/20,0,0,Colombia,1/24/2020,South America
Colombia X 1/25/20,0,0,Colombia,1/25/2020,South America
Colombia X 1/26/20,0,0,Colombia,1/26/2020,South America
Colombia X 1/27/20,0,0,Colombia,1/27/2020,South America
Colombia X 1/28/20,0,0,Colombia,1/28/2020,South America
Colombia X 1/29/20,0,0,Colombia,1/29/2020,South America
Colombia X 1/30/20,0,0,Colombia,1/30/2020,South America
Colombia X 1/31/20,0,0,Colombia,1/31/2020,South America
Colombia X 2/1/20,0,0,Colombia,2/1/2020,South America
Colombia X 2/2/20,0,0,Colombia,2/2/2020,South America
Colombia X 2/3/20,0,0,Colombia,2/3/2020,South America
Colombia X 2/4/20,0,0,Colombia,2/4/2020,South America
Colombia X 2/5/20,0,0,Colombia,2/5/2020,South America
Colombia X 2/6/20,0,0,Colombia,2/6/2020,South America
Colombia X 2/7/20,0,0,Colombia,2/7/2020,South America
Colombia X 2/8/20,0,0,Colombia,2/8/2020,South America
Colombia X 2/9/20,0,0,Colombia,2/9/2020,South America
Colombia X 2/10/20,0,0,Colombia,2/10/2020,South America
Colombia X 2/11/20,0,0,Colombia,2/11/2020,South America
Colombia X 2/12/20,0,0,Colombia,2/12/2020,South America
Colombia X 2/13/20,0,0,Colombia,2/13/2020,South America
Colombia X 2/14/20,0,0,Colombia,2/14/2020,South America
Colombia X 2/15/20,0,0,Colombia,2/15/2020,South America
Colombia X 2/16/20,0,0,Colombia,2/16/2020,South America
Colombia X 2/17/20,0,0,Colombia,2/17/2020,South America
Colombia X 2/18/20,0,0,Colombia,2/18/2020,South America
Colombia X 2/19/20,0,0,Colombia,2/19/2020,South America
Colombia X 2/20/20,0,0,Colombia,2/20/2020,South America
Colombia X 2/21/20,0,0,Colombia,2/21/2020,South America
Colombia X 2/22/20,0,0,Colombia,2/22/2020,South America
Colombia X 2/23/20,0,0,Colombia,2/23/2020,South America
Colombia X 2/24/20,0,0,Colombia,2/24/2020,South America
Colombia X 2/25/20,0,0,Colombia,2/25/2020,South America
Colombia X 2/26/20,0,0,Colombia,2/26/2020,South America
Colombia X 2/27/20,0,0,Colombia,2/27/2020,South America
Colombia X 2/28/20,0,0,Colombia,2/28/2020,South America
Colombia X 2/29/20,0,0,Colombia,2/29/2020,South America
Colombia X 3/1/20,0,0,Colombia,3/1/2020,South America
Colombia X 3/2/20,0,0,Colombia,3/2/2020,South America
Colombia X 3/3/20,0,0,Colombia,3/3/2020,South America
Colombia X 3/4/20,0,0,Colombia,3/4/2020,South America
Colombia X 3/5/20,0,0,Colombia,3/5/2020,South America
Colombia X 3/6/20,0,1,Colombia,3/6/2020,South America
Colombia X 3/7/20,0,1,Colombia,3/7/2020,South America
Colombia X 3/8/20,0,1,Colombia,3/8/2020,South America
Colombia X 3/9/20,0,1,Colombia,3/9/2020,South America
Colombia X 3/10/20,0,3,Colombia,3/10/2020,South America
Colombia X 3/11/20,0,9,Colombia,3/11/2020,South America
Colombia X 3/12/20,0,9,Colombia,3/12/2020,South America
Comoros (the) X 1/22/20,0,0,Comoros (the),1/22/2020,Africa
Comoros (the) X 1/23/20,0,0,Comoros (the),1/23/2020,Africa
Comoros (the) X 1/24/20,0,0,Comoros (the),1/24/2020,Africa
Comoros (the) X 1/25/20,0,0,Comoros (the),1/25/2020,Africa
Comoros (the) X 1/26/20,0,0,Comoros (the),1/26/2020,Africa
Comoros (the) X 1/27/20,0,0,Comoros (the),1/27/2020,Africa
Comoros (the) X 1/28/20,0,0,Comoros (the),1/28/2020,Africa
Comoros (the) X 1/29/20,0,0,Comoros (the),1/29/2020,Africa
Comoros (the) X 1/30/20,0,0,Comoros (the),1/30/2020,Africa
Comoros (the) X 1/31/20,0,0,Comoros (the),1/31/2020,Africa
Comoros (the) X 2/1/20,0,0,Comoros (the),2/1/2020,Africa
Comoros (the) X 2/2/20,0,0,Comoros (the),2/2/2020,Africa
Comoros (the) X 2/3/20,0,0,Comoros (the),2/3/2020,Africa
Comoros (the) X 2/4/20,0,0,Comoros (the),2/4/2020,Africa
Comoros (the) X 2/5/20,0,0,Comoros (the),2/5/2020,Africa
Comoros (the) X 2/6/20,0,0,Comoros (the),2/6/2020,Africa
Comoros (the) X 2/7/20,0,0,Comoros (the),2/7/2020,Africa
Comoros (the) X 2/8/20,0,0,Comoros (the),2/8/2020,Africa
Comoros (the) X 2/9/20,0,0,Comoros (the),2/9/2020,Africa
Comoros (the) X 2/10/20,0,0,Comoros (the),2/10/2020,Africa
Comoros (the) X 2/11/20,0,0,Comoros (the),2/11/2020,Africa
Comoros (the) X 2/12/20,0,0,Comoros (the),2/12/2020,Africa
Comoros (the) X 2/13/20,0,0,Comoros (the),2/13/2020,Africa
Comoros (the) X 2/14/20,0,0,Comoros (the),2/14/2020,Africa
Comoros (the) X 2/15/20,0,0,Comoros (the),2/15/2020,Africa
Comoros (the) X 2/16/20,0,0,Comoros (the),2/16/2020,Africa
Comoros (the) X 2/17/20,0,0,Comoros (the),2/17/2020,Africa
Comoros (the) X 2/18/20,0,0,Comoros (the),2/18/2020,Africa
Comoros (the) X 2/19/20,0,0,Comoros (the),2/19/2020,Africa
Comoros (the) X 2/20/20,0,0,Comoros (the),2/20/2020,Africa
Comoros (the) X 2/21/20,0,0,Comoros (the),2/21/2020,Africa
Comoros (the) X 2/22/20,0,0,Comoros (the),2/22/2020,Africa
Comoros (the) X 2/23/20,0,0,Comoros (the),2/23/2020,Africa
Comoros (the) X 2/24/20,0,0,Comoros (the),2/24/2020,Africa
Comoros (the) X 2/25/20,0,0,Comoros (the),2/25/2020,Africa
Comoros (the) X 2/26/20,0,0,Comoros (the),2/26/2020,Africa
Comoros (the) X 2/27/20,0,0,Comoros (the),2/27/2020,Africa
Comoros (the) X 2/28/20,0,0,Comoros (the),2/28/2020,Africa
Comoros (the) X 2/29/20,0,0,Comoros (the),2/29/2020,Africa
Comoros (the) X 3/1/20,0,0,Comoros (the),3/1/2020,Africa
Comoros (the) X 3/2/20,0,0,Comoros (the),3/2/2020,Africa
Comoros (the) X 3/3/20,0,0,Comoros (the),3/3/2020,Africa
Comoros (the) X 3/4/20,0,0,Comoros (the),3/4/2020,Africa
Comoros (the) X 3/5/20,0,0,Comoros (the),3/5/2020,Africa
Comoros (the) X 3/6/20,0,0,Comoros (the),3/6/2020,Africa
Comoros (the) X 3/7/20,0,0,Comoros (the),3/7/2020,Africa
Comoros (the) X 3/8/20,0,0,Comoros (the),3/8/2020,Africa
Comoros (the) X 3/9/20,0,0,Comoros (the),3/9/2020,Africa
Comoros (the) X 3/10/20,0,0,Comoros (the),3/10/2020,Africa
Comoros (the) X 3/11/20,0,0,Comoros (the),3/11/2020,Africa
Comoros (the) X 3/12/20,0,0,Comoros (the),3/12/2020,Africa
Congo (the) X 1/22/20,0,0,Congo (the),1/22/2020,Africa
Congo (the) X 1/23/20,0,0,Congo (the),1/23/2020,Africa
Congo (the) X 1/24/20,0,0,Congo (the),1/24/2020,Africa
Congo (the) X 1/25/20,0,0,Congo (the),1/25/2020,Africa
Congo (the) X 1/26/20,0,0,Congo (the),1/26/2020,Africa
Congo (the) X 1/27/20,0,0,Congo (the),1/27/2020,Africa
Congo (the) X 1/28/20,0,0,Congo (the),1/28/2020,Africa
Congo (the) X 1/29/20,0,0,Congo (the),1/29/2020,Africa
Congo (the) X 1/30/20,0,0,Congo (the),1/30/2020,Africa
Congo (the) X 1/31/20,0,0,Congo (the),1/31/2020,Africa
Congo (the) X 2/1/20,0,0,Congo (the),2/1/2020,Africa
Congo (the) X 2/2/20,0,0,Congo (the),2/2/2020,Africa
Congo (the) X 2/3/20,0,0,Congo (the),2/3/2020,Africa
Congo (the) X 2/4/20,0,0,Congo (the),2/4/2020,Africa
Congo (the) X 2/5/20,0,0,Congo (the),2/5/2020,Africa
Congo (the) X 2/6/20,0,0,Congo (the),2/6/2020,Africa
Congo (the) X 2/7/20,0,0,Congo (the),2/7/2020,Africa
Congo (the) X 2/8/20,0,0,Congo (the),2/8/2020,Africa
Congo (the) X 2/9/20,0,0,Congo (the),2/9/2020,Africa
Congo (the) X 2/10/20,0,0,Congo (the),2/10/2020,Africa
Congo (the) X 2/11/20,0,0,Congo (the),2/11/2020,Africa
Congo (the) X 2/12/20,0,0,Congo (the),2/12/2020,Africa
Congo (the) X 2/13/20,0,0,Congo (the),2/13/2020,Africa
Congo (the) X 2/14/20,0,0,Congo (the),2/14/2020,Africa
Congo (the) X 2/15/20,0,0,Congo (the),2/15/2020,Africa
Congo (the) X 2/16/20,0,0,Congo (the),2/16/2020,Africa
Congo (the) X 2/17/20,0,0,Congo (the),2/17/2020,Africa
Congo (the) X 2/18/20,0,0,Congo (the),2/18/2020,Africa
Congo (the) X 2/19/20,0,0,Congo (the),2/19/2020,Africa
Congo (the) X 2/20/20,0,0,Congo (the),2/20/2020,Africa
Congo (the) X 2/21/20,0,0,Congo (the),2/21/2020,Africa
Congo (the) X 2/22/20,0,0,Congo (the),2/22/2020,Africa
Congo (the) X 2/23/20,0,0,Congo (the),2/23/2020,Africa
Congo (the) X 2/24/20,0,0,Congo (the),2/24/2020,Africa
Congo (the) X 2/25/20,0,0,Congo (the),2/25/2020,Africa
Congo (the) X 2/26/20,0,0,Congo (the),2/26/2020,Africa
Congo (the) X 2/27/20,0,0,Congo (the),2/27/2020,Africa
Congo (the) X 2/28/20,0,0,Congo (the),2/28/2020,Africa
Congo (the) X 2/29/20,0,0,Congo (the),2/29/2020,Africa
Congo (the) X 3/1/20,0,0,Congo (the),3/1/2020,Africa
Congo (the) X 3/2/20,0,0,Congo (the),3/2/2020,Africa
Congo (the) X 3/3/20,0,0,Congo (the),3/3/2020,Africa
Congo (the) X 3/4/20,0,0,Congo (the),3/4/2020,Africa
Congo (the) X 3/5/20,0,0,Congo (the),3/5/2020,Africa
Congo (the) X 3/6/20,0,0,Congo (the),3/6/2020,Africa
Congo (the) X 3/7/20,0,0,Congo (the),3/7/2020,Africa
Congo (the) X 3/8/20,0,0,Congo (the),3/8/2020,Africa
Congo (the) X 3/9/20,0,0,Congo (the),3/9/2020,Africa
Congo (the) X 3/10/20,0,0,Congo (the),3/10/2020,Africa
Congo (the) X 3/11/20,0,0,Congo (the),3/11/2020,Africa
Congo (the) X 3/12/20,0,0,Congo (the),3/12/2020,Africa
Costa Rica X 1/22/20,0,0,Costa Rica,1/22/2020,North America
Costa Rica X 1/23/20,0,0,Costa Rica,1/23/2020,North America
Costa Rica X 1/24/20,0,0,Costa Rica,1/24/2020,North America
Costa Rica X 1/25/20,0,0,Costa Rica,1/25/2020,North America
Costa Rica X 1/26/20,0,0,Costa Rica,1/26/2020,North America
Costa Rica X 1/27/20,0,0,Costa Rica,1/27/2020,North America
Costa Rica X 1/28/20,0,0,Costa Rica,1/28/2020,North America
Costa Rica X 1/29/20,0,0,Costa Rica,1/29/2020,North America
Costa Rica X 1/30/20,0,0,Costa Rica,1/30/2020,North America
Costa Rica X 1/31/20,0,0,Costa Rica,1/31/2020,North America
Costa Rica X 2/1/20,0,0,Costa Rica,2/1/2020,North America
Costa Rica X 2/2/20,0,0,Costa Rica,2/2/2020,North America
Costa Rica X 2/3/20,0,0,Costa Rica,2/3/2020,North America
Costa Rica X 2/4/20,0,0,Costa Rica,2/4/2020,North America
Costa Rica X 2/5/20,0,0,Costa Rica,2/5/2020,North America
Costa Rica X 2/6/20,0,0,Costa Rica,2/6/2020,North America
Costa Rica X 2/7/20,0,0,Costa Rica,2/7/2020,North America
Costa Rica X 2/8/20,0,0,Costa Rica,2/8/2020,North America
Costa Rica X 2/9/20,0,0,Costa Rica,2/9/2020,North America
Costa Rica X 2/10/20,0,0,Costa Rica,2/10/2020,North America
Costa Rica X 2/11/20,0,0,Costa Rica,2/11/2020,North America
Costa Rica X 2/12/20,0,0,Costa Rica,2/12/2020,North America
Costa Rica X 2/13/20,0,0,Costa Rica,2/13/2020,North America
Costa Rica X 2/14/20,0,0,Costa Rica,2/14/2020,North America
Costa Rica X 2/15/20,0,0,Costa Rica,2/15/2020,North America
Costa Rica X 2/16/20,0,0,Costa Rica,2/16/2020,North America
Costa Rica X 2/17/20,0,0,Costa Rica,2/17/2020,North America
Costa Rica X 2/18/20,0,0,Costa Rica,2/18/2020,North America
Costa Rica X 2/19/20,0,0,Costa Rica,2/19/2020,North America
Costa Rica X 2/20/20,0,0,Costa Rica,2/20/2020,North America
Costa Rica X 2/21/20,0,0,Costa Rica,2/21/2020,North America
Costa Rica X 2/22/20,0,0,Costa Rica,2/22/2020,North America
Costa Rica X 2/23/20,0,0,Costa Rica,2/23/2020,North America
Costa Rica X 2/24/20,0,0,Costa Rica,2/24/2020,North America
Costa Rica X 2/25/20,0,0,Costa Rica,2/25/2020,North America
Costa Rica X 2/26/20,0,0,Costa Rica,2/26/2020,North America
Costa Rica X 2/27/20,0,0,Costa Rica,2/27/2020,North America
Costa Rica X 2/28/20,0,0,Costa Rica,2/28/2020,North America
Costa Rica X 2/29/20,0,0,Costa Rica,2/29/2020,North America
Costa Rica X 3/1/20,0,0,Costa Rica,3/1/2020,North America
Costa Rica X 3/2/20,0,0,Costa Rica,3/2/2020,North America
Costa Rica X 3/3/20,0,0,Costa Rica,3/3/2020,North America
Costa Rica X 3/4/20,0,0,Costa Rica,3/4/2020,North America
Costa Rica X 3/5/20,0,0,Costa Rica,3/5/2020,North America
Costa Rica X 3/6/20,0,1,Costa Rica,3/6/2020,North America
Costa Rica X 3/7/20,0,1,Costa Rica,3/7/2020,North America
Costa Rica X 3/8/20,0,5,Costa Rica,3/8/2020,North America
Costa Rica X 3/9/20,0,9,Costa Rica,3/9/2020,North America
Costa Rica X 3/10/20,0,9,Costa Rica,3/10/2020,North America
Costa Rica X 3/11/20,0,13,Costa Rica,3/11/2020,North America
Costa Rica X 3/12/20,0,22,Costa Rica,3/12/2020,North America
Croatia X 1/22/20,0,0,Croatia,1/22/2020,Europe
Croatia X 1/23/20,0,0,Croatia,1/23/2020,Europe
Croatia X 1/24/20,0,0,Croatia,1/24/2020,Europe
Croatia X 1/25/20,0,0,Croatia,1/25/2020,Europe
Croatia X 1/26/20,0,0,Croatia,1/26/2020,Europe
Croatia X 1/27/20,0,0,Croatia,1/27/2020,Europe
Croatia X 1/28/20,0,0,Croatia,1/28/2020,Europe
Croatia X 1/29/20,0,0,Croatia,1/29/2020,Europe
Croatia X 1/30/20,0,0,Croatia,1/30/2020,Europe
Croatia X 1/31/20,0,0,Croatia,1/31/2020,Europe
Croatia X 2/1/20,0,0,Croatia,2/1/2020,Europe
Croatia X 2/2/20,0,0,Croatia,2/2/2020,Europe
Croatia X 2/3/20,0,0,Croatia,2/3/2020,Europe
Croatia X 2/4/20,0,0,Croatia,2/4/2020,Europe
Croatia X 2/5/20,0,0,Croatia,2/5/2020,Europe
Croatia X 2/6/20,0,0,Croatia,2/6/2020,Europe
Croatia X 2/7/20,0,0,Croatia,2/7/2020,Europe
Croatia X 2/8/20,0,0,Croatia,2/8/2020,Europe
Croatia X 2/9/20,0,0,Croatia,2/9/2020,Europe
Croatia X 2/10/20,0,0,Croatia,2/10/2020,Europe
Croatia X 2/11/20,0,0,Croatia,2/11/2020,Europe
Croatia X 2/12/20,0,0,Croatia,2/12/2020,Europe
Croatia X 2/13/20,0,0,Croatia,2/13/2020,Europe
Croatia X 2/14/20,0,0,Croatia,2/14/2020,Europe
Croatia X 2/15/20,0,0,Croatia,2/15/2020,Europe
Croatia X 2/16/20,0,0,Croatia,2/16/2020,Europe
Croatia X 2/17/20,0,0,Croatia,2/17/2020,Europe
Croatia X 2/18/20,0,0,Croatia,2/18/2020,Europe
Croatia X 2/19/20,0,0,Croatia,2/19/2020,Europe
Croatia X 2/20/20,0,0,Croatia,2/20/2020,Europe
Croatia X 2/21/20,0,0,Croatia,2/21/2020,Europe
Croatia X 2/22/20,0,0,Croatia,2/22/2020,Europe
Croatia X 2/23/20,0,0,Croatia,2/23/2020,Europe
Croatia X 2/24/20,0,0,Croatia,2/24/2020,Europe
